subject_id,session_id,domain,position,word,language_type,rt_ms,x,y,Hi_Read,Hi_Write,hi_confidence,language_count,age
10255,1qmxoH7jT7VECeLUVEKU,foods,6,vada,Hindi/Hinglish,1037.4,0.4489587673440558,0.3447900162554595,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,7,maggi,Hindi/Hinglish,2864.6,0.0939985428753651,0.7085913671550256,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,8,soya bean,English,5179.7,0.1887086296349386,0.0030959574414727,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,9,grapes,English,1655.4,0.3240820410847202,0.5228327986969059,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,10,orange,English,7156.0,0.3237271947718717,0.5712074105216663,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,11,mango,English,3194.3,0.3268682315409582,0.6253870348164378,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,12,tiffins,English,14258.7,0.4888054250180758,0.2016011652541688,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,13,chocolate,English,4997.8,0.0857823376856175,0.6505418329653131,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,14,tea,English,1506.9,0.577744914633382,0.1892172764372381,4.0,4.0,4.0,3.0,27.0
10255,1qmxoH7jT7VECeLUVEKU,foods,15,coffee,English,2101.8,0.5787293532354056,0.2480407926059388,4.0,4.0,4.0,3.0,27.0
95712,2kupFqWyVgUTsqisMsI7,colours,1,लाल,Hindi/Hinglish,8649.0,0.1529752383502498,0.8202130913471032,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,colours,2,नीला,Hindi/Hinglish,7806.0,0.340495584506052,0.8220986385512521,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,colours,3,पीला,Hindi/Hinglish,7872.0,0.2768810772299682,0.8204958543769245,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,colours,4,हरा,Hindi/Hinglish,9607.0,0.4644879071249416,0.8220986385512521,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,colours,5,भगवा,Hindi/Hinglish,8012.0,0.2131136807207391,0.8220986385512521,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,colours,6,नीला,Hindi/Hinglish,6640.0,0.4028764549499088,0.8220986385512521,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,colours,7,गुलाबी,Hindi/Hinglish,8142.0,0.526695996303018,0.823984185755401,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,foods,1,केला,Hindi/Hinglish,9992.0,0.2791482742818656,0.7278212783438074,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,foods,2,पोहा,Hindi/Hinglish,8169.0,0.3396642223722747,0.7297068255479562,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,foods,3,सेब,Hindi/Hinglish,6410.0,0.2266483495699986,0.7297068255479562,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,foods,4,डोसा,Hindi/Hinglish,9644.0,0.5447335911844186,0.733477919956254,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,foods,5,समोसा,Hindi/Hinglish,7617.0,0.4766712015736799,0.7318751357819265,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,foods,6,कचोरी,Hindi/Hinglish,8163.0,0.4031781485723318,0.7318751357819265,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,foods,7,मोशाम्बी,Hindi/Hinglish,9451.0,0.1501328599243376,0.7297068255479562,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,animals,1,कुत्ता,Hindi/Hinglish,9246.0,0.1298420246781077,0.8202130913471032,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,animals,2,बिल्ली,Hindi/Hinglish,7278.0,0.2569087912965081,0.8220986385512521,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,animals,3,सेर,Hindi/Hinglish,6688.0,0.3210066756810033,0.8258697329595498,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,animals,4,बाग़,Hindi/Hinglish,11987.0,0.3692784417535159,0.8258697329595498,5.0,4.0,5.0,2.0,23.0
95712,2kupFqWyVgUTsqisMsI7,animals,5,बन्दर,Hindi/Hinglish,17777.0,0.1938463555365176,0.8202130913471032,5.0,4.0,5.0,2.0,23.0
53105,32zXoOEyomBdbyGIOg7U,body-parts,1,कान,Hindi/Hinglish,10526.2,0.6496359523719996,0.1815109823799179,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,body-parts,2,आँख,Hindi/Hinglish,7766.1,0.6392720688345395,0.0521361332367849,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,body-parts,3,नाक,Hindi/Hinglish,6679.3,0.5074663855448985,0.1235819454501569,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,body-parts,4,हाथ,Hindi/Hinglish,6062.1,0.145189969501183,0.4537774854140267,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,body-parts,5,मूह,Hindi/Hinglish,12374.1,0.5031180969314359,0.0038619357953174,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,body-parts,6,पैर,Hindi/Hinglish,10623.8,0.0659700470138846,0.3746078016100199,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,foods,1,दाल,Hindi/Hinglish,6866.6,0.7357678743477576,0.2645426019792421,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,foods,2,चावल,Hindi/Hinglish,6508.8,0.7430061732308306,0.3186097031136857,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,foods,3,रोटी,Hindi/Hinglish,7965.0,0.3521744635695356,0.2104755303090303,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,foods,4,फल,Hindi/Hinglish,7492.9,0.312908731039044,0.5426020087063269,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,foods,5,सब्जी,Hindi/Hinglish,8415.1,0.3513485573688599,0.2529568240575217,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,foods,6,पापड़,Hindi/Hinglish,16184.6,0.6098094498057248,0.0424812937484914,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,1,गाय,Hindi/Hinglish,6785.4,0.6887980543030185,0.1274439107097061,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,2,भैंस,Hindi/Hinglish,7446.4,0.6875051191599977,0.1718561723558562,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,3,कुत्ता,Hindi/Hinglish,5621.8,0.4928050301525324,0.2297852092856173,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,4,बिल्ली,Hindi/Hinglish,5570.1,0.5176500247125604,0.1718561723558562,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,5,घोडा,Hindi/Hinglish,9340.7,0.7335660335704579,0.4479845817210505,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,6,शेर,Hindi/Hinglish,5432.3,0.0604448056743884,0.4557084533116853,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,7,बाघ,Hindi/Hinglish,5395.1,0.0746103816419192,0.509775554446129,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,8,हाथी,Hindi/Hinglish,5478.7,0.7588308134558112,0.5368091050133509,5.0,5.0,5.0,3.0,21.0
53105,32zXoOEyomBdbyGIOg7U,animals,9,भालू,Hindi/Hinglish,8154.9,0.3136159267470376,0.6043929814314054,5.0,5.0,5.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,1,kutta,Hindi/Hinglish,6722.4,0.1427706230095771,0.0482741974414675,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,2,billi,Hindi/Hinglish,1599.9,0.237256937881091,0.0540671011344436,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,3,sher,Hindi/Hinglish,2033.1,0.1444612453287434,0.1042722664735698,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,4,tiger,English,3775.1,0.1438202206933778,0.1544774318126961,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,5,lomdi,Hindi/Hinglish,4343.5,0.2707467126885305,0.0559980690321023,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,6,hathi,Hindi/Hinglish,4152.8,0.3885060702726177,0.0521361332367849,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,7,gadha,Hindi/Hinglish,5807.9,0.528760586872046,0.0540671011344436,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,8,gayan,Hindi/Hinglish,13160.1,0.7061756301188151,0.0559980690321023,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,animals,9,bail,Hindi/Hinglish,15062.7,0.7398942223136014,0.0559980690321023,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,1,roti,Hindi/Hinglish,16785.0,0.1730111123849471,0.0540671011344436,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,2,sabzi,Hindi/Hinglish,1768.3,0.7481149786136708,0.038619357953174,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,3,maggi,Hindi/Hinglish,7367.7,0.5350865551632354,0.0521361332367849,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,4,kaddu,Hindi/Hinglish,19128.2,0.7901295220717824,0.0405503258508327,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,5,bhindi,Hindi/Hinglish,2632.2,0.83558061336365,0.0463432295438088,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,6,dahi,Hindi/Hinglish,3239.7,0.9501030662132008,0.0482741974414675,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,7,chaval,Hindi/Hinglish,4752.5,0.2042710600729795,0.057929036929761,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,foods,8,dal,Hindi/Hinglish,2207.5,0.7154066599286865,0.0405503258508327,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,1,naak,Hindi/Hinglish,4712.2,0.4033705946227414,0.038619357953174,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,2,kaan,Hindi/Hinglish,2015.7,0.4805179761079651,0.0405503258508327,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,3,aankh,Hindi/Hinglish,3312.6,0.3231202829512931,0.0328264542601979,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,4,hath,Hindi/Hinglish,1663.4,0.8865512547925903,0.0289645184648805,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,5,pair,Hindi/Hinglish,4912.4,0.8873918577529095,0.1815109823799179,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,6,pet,English,2216.3,0.3945724895299318,0.3417813473498219,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,7,baal,Hindi/Hinglish,3807.8,0.5436436602867497,0.0347574221578566,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,8,peeth,Hindi/Hinglish,6543.5,0.4569389630817917,0.3437122857832488,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,9,ungli,Hindi/Hinglish,6800.0,0.8914610930088341,0.1004103306782524,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,10,jeebh,Hindi/Hinglish,9079.4,0.635639484103891,0.0405503258508327,5.0,3.0,4.0,3.0,21.0
53307,3zIUF3kkspNbB0QxKfOy,body-parts,11,taang,Hindi/Hinglish,12192.9,0.9278711430035408,0.1834419502775766,5.0,3.0,4.0,3.0,21.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,1,aata,Hindi/Hinglish,6094.9,0.3054725087486147,0.3351150938905075,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,2,chawal,Hindi/Hinglish,1348.8,0.3025558228429869,0.2790005441737854,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,3,daal,Hindi/Hinglish,884.7,0.2993949744030626,0.2201528761297963,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,4,soyabean,Hindi/Hinglish,1843.2,0.2991486224602262,0.1590315068483797,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,5,urad,Hindi/Hinglish,999.2,0.2976128498184433,0.1067869556031584,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,6,moong,Hindi/Hinglish,1511.1,0.2979876364581301,0.0448674524674652,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,7,rajma,Hindi/Hinglish,1722.1,0.3033698643373023,0.3950996125532103,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,8,chana,Hindi/Hinglish,1804.7,0.3011089623919631,0.4512383731962606,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,9,arhar,Hindi/Hinglish,3058.5,0.3040064092709432,0.5034829539670018,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,10,masoor,Hindi/Hinglish,1868.2,0.3014639552930572,0.5595975036837239,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,11,lauki,Hindi/Hinglish,1893.3,0.4453052444398845,0.048737421413446,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,12,tinda,Hindi/Hinglish,1498.7,0.4434366221904312,0.0971120332382064,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,13,kaddu,Hindi/Hinglish,2867.1,0.4431155298761838,0.141616646591466,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,14,sitaphal,Hindi/Hinglish,5115.8,0.4469404188686458,0.1919262428892168,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,15,petha,Hindi/Hinglish,1722.2,0.4472570660326401,0.2422358391869675,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,16,murga,Hindi/Hinglish,1913.3,0.7337602630340868,0.1342153664129015,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,17,macchi,Hindi/Hinglish,1322.2,0.7318238598458214,0.1806549937646715,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,18,ande,Hindi/Hinglish,1993.5,0.5451752217405599,0.1002079906796791,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,19,suar (pork),Hindi/Hinglish,8317.0,0.7379022547370376,0.2240469969510656,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,20,beef (buffalo),English,5831.1,0.7466746817000464,0.272421608775826,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,21,dairy,English,2187.7,0.5451621452401494,0.1493565844834276,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,22,doodh,Hindi/Hinglish,899.1,0.5455127902675369,0.1957962118351976,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,23,dahi,Hindi/Hinglish,732.8,0.5449478075632751,0.2383658702409867,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,foods,24,ghee,Hindi/Hinglish,1508.1,0.552662617965232,0.2712606062818238,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,1,kutta,Hindi/Hinglish,3623.8,0.4200168398172244,0.0622823127243789,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,2,billi,Hindi/Hinglish,1122.6,0.4208859445940862,0.1067869556031584,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,3,sher,Hindi/Hinglish,790.2,0.552202879030266,0.0584123437783981,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,4,baag,Hindi/Hinglish,1290.5,0.5516338819495493,0.1067869556031584,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,5,cheetah,Hindi/Hinglish,1916.5,0.5535403922701451,0.1474216000104372,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,6,geedad,Hindi/Hinglish,3327.5,0.560158720691666,0.1996661807811784,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,7,langoor,Hindi/Hinglish,8978.6,0.560743024165668,0.2499757770789292,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,8,bandar,Hindi/Hinglish,1150.9,0.4210744654129636,0.1570965223753893,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,9,ghoda,Hindi/Hinglish,4978.0,0.4221784351380205,0.2035361497271592,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,10,saanp,Hindi/Hinglish,3650.8,0.3238846674545035,0.0603473282513885,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,11,magarmacch,Hindi/Hinglish,3818.8,0.3206323812018473,0.1067869556031584,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,12,kacchhuaa,Hindi/Hinglish,10697.9,0.3255268617357095,0.1551615379023989,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,animals,13,bhaaloo,Hindi/Hinglish,12171.9,0.4265401173334265,0.2480407926059388,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,1,kaala,Hindi/Hinglish,4367.0,0.2126420315971973,0.0738922195623214,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,2,safed,Hindi/Hinglish,1329.5,0.212021682328294,0.1203318469140913,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,3,laal,Hindi/Hinglish,3483.5,0.3315994953924247,0.0680872661433502,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,4,hara,Hindi/Hinglish,771.5,0.3321918449461573,0.1164618779681105,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,5,peela,Hindi/Hinglish,988.6,0.3324206820244802,0.1609664913213701,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,6,neela,Hindi/Hinglish,1140.9,0.3338230295096531,0.2093411031461305,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,7,gulaabi,Hindi/Hinglish,3807.2,0.4617923595829711,0.0680872661433502,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,8,ferozi,Hindi/Hinglish,2993.2,0.4610462713607035,0.1164618779681105,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,9,bhagwa,Hindi/Hinglish,1238.4,0.4632716982708084,0.1667714447403414,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,10,gerua,Hindi/Hinglish,3157.2,0.4654677507870754,0.2132110720921113,4.0,4.0,4.0,2.0,25.0
92821,7fxWA2O6NjFEe7m2ElN6,colours,11,naarangi,Hindi/Hinglish,9351.2,0.3357111780597235,0.2480407926059388,4.0,4.0,4.0,2.0,25.0
